"Age","Marital_Status","Race","Sex","Hrs_per_Week","Income","Net_Capital","EducationLevel_clean","Occupation_clean","WorkingClass_clean"
52,"Married-civ-spouse","White","Male",55,">50K",0,"Post-High_School","Professional","Private"
22,"Married-civ-spouse","White","Female",40,"<=50K",0,"Post-High_School","Professional","Private"
32,"Divorced","White","Female",25,"<=50K",0,"HighSchool","Services","Governemnt"
27,"Never-married","White","Female",40,"<=50K",0,"HigherEducation","Professional","Private"
25,"Never-married","White","Female",40,"<=50K",0,"HigherEducation","Professional","Private"
36,"Married-civ-spouse","Other","Male",40,">50K",0,"HigherEducation","Professional","Private"
22,"Never-married","Amer-Indian-Eskimo","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
32,"Married-civ-spouse","White","Male",45,"<=50K",0,"HighSchool","SkilledLabor","SelfEmployed"
37,"Separated","Black","Female",40,"<=50K",0,"HigherEducation","Professional","Private"
22,"Never-married","White","Male",54,"<=50K",0,"HighSchool","Professional","Private"
29,"Married-civ-spouse","White","Female",40,">50K",0,"HighSchool","Services","Private"
42,"Never-married","White","Male",25,"<=50K",0,"Elementary","ManualLabor","Private"
45,"Never-married","White","Female",38,"<=50K",0,"Post-High_School","Sales","Private"
33,"Divorced","White","Female",45,"<=50K",0,"HigherEducation","Services","Private"
39,"Separated","White","Female",40,"<=50K",0,"Post-High_School","Professional","Private"
27,"Never-married","White","Male",45,"<=50K",0,"HighSchool","SkilledLabor","Private"
53,"Married-civ-spouse","White","Female",50,">50K",0,"HigherEducation","Professional","Governemnt"
30,"Never-married","White","Female",40,"<=50K",0,"HigherEducation","Services","Private"
52,"Widowed","Black","Male",35,"<=50K",0,"Post-High_School","SkilledLabor","SelfEmployed"
47,"Never-married","White","Male",35,">50K",0,"HigherEducation","Professional","Governemnt"
61,"Married-civ-spouse","Black","Male",40,"<=50K",0,"HighSchool","Protective Services","Private"
39,"Divorced","Black","Male",40,"<=50K",0,"HigherEducation","Professional","Governemnt"
47,"Divorced","White","Male",50,"<=50K",0,"Post-High_School","Sales","Private"
19,"Married-civ-spouse","White","Male",25,"<=50K",0,"HighSchool","SkilledLabor","Private"
31,"Married-civ-spouse","White","Male",51,"<=50K",0,"HighSchool","SkilledLabor","Private"
69,"Married-civ-spouse","White","Male",8,"<=50K",0,"Post-High_School","Sales","SelfEmployed"
29,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
24,"Never-married","Other","Male",14,"<=50K",0,"Post-High_School","SkilledLabor","Private"
42,"Separated","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
30,"Married-civ-spouse","White","Male",72,">50K",0,"HigherEducation","Protective Services","Governemnt"
28,"Married-spouse-absent","White","Female",80,">50K",0,"HigherEducation","Sales","Private"
27,"Never-married","White","Male",40,"<=50K",0,"Post-High_School","ManualLabor","Private"
53,"Divorced","Black","Female",40,"<=50K",0,"HighSchool","Professional","Private"
22,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
25,"Separated","Black","Male",40,"<=50K",0,"HighSchool","Protective Services","Private"
27,"Never-married","White","Female",35,"<=50K",0,"HigherEducation","Services","Private"
30,"Married-civ-spouse","White","Male",37,"<=50K",0,"MiddleSchool","Services","Private"
27,"Divorced","White","Female",50,"<=50K",0,"HigherEducation","Professional","Private"
25,"Never-married","White","Male",40,"<=50K",0,"HigherEducation","Professional","Private"
32,"Never-married","White","Female",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
70,"Widowed","White","Male",45,"<=50K",0,"HighSchool","SkilledLabor","Private"
50,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","Professional","Private"
40,"Married-civ-spouse","White","Female",35,"<=50K",0,"Post-High_School","Services","Private"
34,"Married-spouse-absent","Black","Male",55,"<=50K",0,"HighSchool","SkilledLabor","Private"
57,"Married-civ-spouse","White","Male",50,"<=50K",0,"HighSchool","SkilledLabor","SelfEmployed"
39,"Never-married","White","Female",32,"<=50K",0,"HigherEducation","Services","Private"
49,"Divorced","White","Female",40,"<=50K",0,"Post-High_School","Services","Private"
26,"Never-married","White","Female",45,"<=50K",0,"HighSchool","Services","Private"
31,"Divorced","Black","Female",40,"<=50K",0,"Post-High_School","Services","Private"
60,"Married-civ-spouse","White","Male",50,"<=50K",0,"Post-High_School","Sales","SelfEmployed"
27,"Never-married","White","Female",40,"<=50K",0,"HigherEducation","Professional","Private"
31,"Married-civ-spouse","Black","Female",40,"<=50K",0,"Post-High_School","Services","Private"
59,"Widowed","White","Female",50,"<=50K",0,"HighSchool","Professional","Private"
18,"Never-married","White","Female",24,"<=50K",0,"Post-High_School","Services","Private"
22,"Married-civ-spouse","White","Male",45,"<=50K",0,"Post-High_School","Professional","Private"
24,"Married-civ-spouse","White","Female",20,"<=50K",0,"Post-High_School","Sales","Private"
53,"Married-civ-spouse","White","Male",40,">50K",0,"HighSchool","ManualLabor","Governemnt"
43,"Married-civ-spouse","White","Male",42,">50K",0,"HighSchool","ManualLabor","Private"
24,"Married-civ-spouse","White","Male",50,">50K",0,"Post-High_School","Specialized","Private"
60,"Widowed","White","Female",40,"<=50K",0,"HighSchool","Specialized","Private"
24,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
52,"Never-married","Black","Male",40,"<=50K",0,"HighSchool","Services","Governemnt"
32,"Married-civ-spouse","White","Male",99,">50K",0,"Post-High_School","ManualLabor","Private"
34,"Separated","White","Female",35,"<=50K",0,"HighSchool","Services","Private"
35,"Married-civ-spouse","White","Male",40,">50K",0,"Post-High_School","Protective Services","Governemnt"
38,"Married-spouse-absent","White","Male",40,"<=50K",0,"MiddleSchool","ManualLabor","Private"
53,"Never-married","White","Female",50,">50K",0,"HigherEducation","Professional","Governemnt"
23,"Never-married","White","Female",40,"<=50K",0,"HighSchool","Services","Private"
40,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","Services","Private"
40,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
50,"Married-civ-spouse","White","Male",60,">50K",0,"HighSchool","Specialized","Private"
17,"Never-married","White","Female",20,"<=50K",0,"HighSchool","Sales","Private"
32,"Divorced","White","Male",50,">50K",0,"HigherEducation","SkilledLabor","Private"
18,"Never-married","White","Male",16,"<=50K",0,"HighSchool","Sales","Private"
62,"Divorced","White","Female",40,"<=50K",0,"HighSchool","Services","Private"
45,"Married-civ-spouse","White","Male",40,"<=50K",0,"HigherEducation","Services","Private"
46,"Married-civ-spouse","White","Male",70,"<=50K",0,"HigherEducation","Professional","Private"
73,"Married-civ-spouse","White","Male",40,"<=50K",0,"MiddleSchool","Specialized","SelfEmployed"
64,"Married-civ-spouse","White","Male",60,">50K",0,"HigherEducation","Professional","Private"
26,"Married-civ-spouse","White","Female",45,">50K",0,"HigherEducation","Professional","Private"
23,"Never-married","White","Male",48,"<=50K",0,"HighSchool","Sales","Private"
30,"Never-married","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
51,"Divorced","White","Female",40,"<=50K",0,"Post-High_School","Services","Private"
35,"Divorced","White","Female",55,"<=50K",0,"HigherEducation","Professional","SelfEmployed"
35,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K",0,"HigherEducation","Professional","SelfEmployed"
41,"Widowed","White","Female",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
40,"Married-civ-spouse","White","Male",50,">50K",0,"HigherEducation","Sales","Private"
46,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K",0,"HigherEducation","Professional","Governemnt"
31,"Never-married","White","Female",30,"<=50K",0,"HighSchool","Services","Private"
41,"Divorced","White","Female",40,"<=50K",0,"Post-High_School","SkilledLabor","SelfEmployed"
23,"Never-married","White","Male",40,"<=50K",0,"HighSchool","Sales","Private"
49,"Married-civ-spouse","White","Male",45,">50K",0,"Post-High_School","Services","Private"
53,"Divorced","Black","Male",40,"<=50K",0,"Post-High_School","Specialized","Private"
36,"Divorced","Asian-Pac-Islander","Female",40,"<=50K",0,"Post-High_School","Professional","Private"
32,"Never-married","White","Male",72,"<=50K",0,"Post-High_School","SkilledLabor","Private"
20,"Never-married","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
22,"Never-married","Asian-Pac-Islander","Female",32,"<=50K",0,"Post-High_School","Specialized","Private"
25,"Never-married","Amer-Indian-Eskimo","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
24,"Never-married","White","Male",20,"<=50K",0,"Post-High_School","Specialized","Private"
20,"Never-married","White","Male",30,"<=50K",0,"Elementary","Specialized","Private"
60,"Married-civ-spouse","White","Male",40,">50K",0,"Post-High_School","Professional","SelfEmployed"
20,"Never-married","White","Male",30,"<=50K",0,"HighSchool","Services","Private"
52,"Married-civ-spouse","White","Male",45,">50K",0,"Post-High_School","Professional","Private"
36,"Married-civ-spouse","White","Female",40,">50K",0,"HighSchool","ManualLabor","Private"
46,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K",0,"HigherEducation","Professional","Governemnt"
22,"Never-married","White","Female",25,"<=50K",0,"HighSchool","Sales","Private"
19,"Never-married","White","Female",35,"<=50K",0,"Post-High_School","Professional","Private"
37,"Never-married","White","Male",40,"<=50K",0,"HighSchool","Sales","Private"
30,"Divorced","White","Female",40,">50K",0,"Post-High_School","Sales","Private"
44,"Never-married","White","Male",25,"<=50K",0,"Post-High_School","SkilledLabor","Private"
22,"Never-married","White","Male",45,"<=50K",0,"HighSchool","Sales","Private"
17,"Never-married","White","Male",40,"<=50K",0,"HighSchool","Services","Private"
21,"Never-married","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
67,"Married-civ-spouse","White","Male",40,">50K",0,"HigherEducation","Professional","Private"
46,"Divorced","White","Male",40,"<=50K",0,"MiddleSchool","Professional","Private"
29,"Divorced","White","Male",50,"<=50K",0,"HighSchool","ManualLabor","Private"
20,"Never-married","White","Female",6,"<=50K",0,"Post-High_School","ManualLabor","Private"
27,"Never-married","White","Male",24,"<=50K",0,"Post-High_School","Services","Private"
35,"Married-civ-spouse","White","Male",40,">50K",0,"Post-High_School","SkilledLabor","Private"
19,"Never-married","White","Female",30,"<=50K",0,"Post-High_School","Services","Private"
36,"Separated","White","Female",40,"<=50K",0,"HighSchool","Services","Private"
62,"Divorced","White","Male",40,"<=50K",0,"HigherEducation","Professional","Governemnt"
18,"Never-married","White","Female",15,"<=50K",0,"HighSchool","Services","Private"
37,"Divorced","White","Male",40,"<=50K",0,"HigherEducation","Professional","Private"
27,"Never-married","Black","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
46,"Divorced","White","Female",43,"<=50K",0,"HigherEducation","Professional","Governemnt"
33,"Married-civ-spouse","White","Female",40,">50K",0,"HigherEducation","Professional","Private"
62,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
28,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
22,"Never-married","White","Female",35,"<=50K",0,"Post-High_School","Sales","Private"
34,"Married-civ-spouse","White","Male",72,"<=50K",0,"HighSchool","SkilledLabor","Private"
62,"Married-civ-spouse","White","Male",20,">50K",0,"HigherEducation","Sales","Private"
30,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","ManualLabor","Private"
19,"Never-married","White","Male",20,"<=50K",0,"HighSchool","Services","Private"
27,"Never-married","White","Male",45,"<=50K",0,"Post-High_School","SkilledLabor","Private"
36,"Married-civ-spouse","White","Male",50,">50K",0,"Post-High_School","SkilledLabor","Private"
52,"Married-civ-spouse","White","Male",40,">50K",0,"HigherEducation","SkilledLabor","Private"
47,"Married-spouse-absent","White","Female",55,"<=50K",0,"HighSchool","Professional","Private"
57,"Divorced","White","Female",40,"<=50K",0,"HighSchool","Protective Services","Governemnt"
64,"Married-spouse-absent","White","Female",40,"<=50K",0,"Post-High_School","Professional","Private"
53,"Widowed","White","Female",47,"<=50K",0,"HighSchool","Services","Private"
53,"Married-civ-spouse","White","Male",44,">50K",0,"HigherEducation","SkilledLabor","Private"
31,"Separated","Asian-Pac-Islander","Male",40,"<=50K",0,"Post-High_School","Sales","Private"
45,"Separated","Black","Female",40,"<=50K",0,"HighSchool","Services","Governemnt"
45,"Divorced","White","Female",40,"<=50K",0,"HighSchool","Services","Governemnt"
23,"Never-married","White","Female",28,"<=50K",0,"Post-High_School","Services","Private"
39,"Married-civ-spouse","White","Male",72,"<=50K",0,"HigherEducation","Professional","Governemnt"
31,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","Professional","Private"
35,"Married-civ-spouse","White","Male",45,"<=50K",0,"HigherEducation","Specialized","SelfEmployed"
55,"Married-civ-spouse","White","Male",40,">50K",0,"HigherEducation","Professional","SelfEmployed"
31,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
58,"Married-civ-spouse","White","Male",60,"<=50K",0,"HighSchool","ManualLabor","SelfEmployed"
46,"Widowed","White","Female",40,"<=50K",0,"HighSchool","Services","SelfEmployed"
38,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
48,"Married-civ-spouse","White","Male",60,"<=50K",0,"HighSchool","SkilledLabor","SelfEmployed"
73,"Married-civ-spouse","White","Male",15,"<=50K",0,"HigherEducation","Professional","Private"
25,"Married-civ-spouse","White","Male",45,">50K",0,"HigherEducation","Services","Private"
53,"Divorced","White","Male",40,"<=50K",0,"Post-High_School","Specialized","Governemnt"
37,"Never-married","Black","Female",40,"<=50K",0,"HigherEducation","Professional","Private"
30,"Married-civ-spouse","White","Male",50,"<=50K",0,"HighSchool","ManualLabor","Private"
29,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
29,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","Protective Services","Governemnt"
58,"Married-civ-spouse","White","Male",40,">50K",0,"HigherEducation","Professional","Private"
42,"Married-civ-spouse","Black","Female",50,"<=50K",0,"MiddleSchool","Services","SelfEmployed"
62,"Divorced","Black","Male",24,"<=50K",0,"MiddleSchool","Protective Services","Governemnt"
38,"Married-civ-spouse","White","Male",40,">50K",0,"HigherEducation","Sales","Private"
36,"Married-civ-spouse","White","Male",50,">50K",0,"HigherEducation","Sales","SelfEmployed"
42,"Married-civ-spouse","White","Male",30,"<=50K",0,"MiddleSchool","Sales","SelfEmployed"
42,"Never-married","White","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","SelfEmployed"
43,"Married-civ-spouse","Black","Female",38,">50K",0,"Post-High_School","Services","Private"
37,"Married-civ-spouse","White","Male",40,">50K",0,"Post-High_School","SkilledLabor","Private"
27,"Never-married","Black","Female",40,"<=50K",0,"HigherEducation","Specialized","Private"
54,"Married-spouse-absent","White","Male",40,"<=50K",0,"Elementary","SkilledLabor","Private"
29,"Never-married","White","Female",30,"<=50K",0,"HighSchool","Services","Private"
29,"Married-civ-spouse","White","Male",38,"<=50K",0,"HighSchool","SkilledLabor","Private"
37,"Divorced","White","Male",47,"<=50K",0,"Post-High_School","Services","Private"
55,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","Sales","SelfEmployed"
67,"Married-civ-spouse","Black","Female",20,"<=50K",0,"HighSchool","Domestic","Private"
51,"Widowed","White","Male",30,"<=50K",0,"HighSchool","ManualLabor","Private"
35,"Never-married","White","Female",32,"<=50K",0,"HigherEducation","Professional","Private"
64,"Widowed","White","Female",40,"<=50K",0,"HighSchool","Services","SelfEmployed"
23,"Never-married","White","Male",55,"<=50K",0,"Elementary","ManualLabor","Private"
49,"Never-married","Asian-Pac-Islander","Female",35,"<=50K",0,"HigherEducation","Services","Private"
38,"Married-civ-spouse","White","Male",70,"<=50K",0,"HigherEducation","Professional","SelfEmployed"
62,"Never-married","Black","Female",40,"<=50K",0,"HighSchool","ManualLabor","Private"
62,"Married-civ-spouse","White","Male",10,"<=50K",0,"MiddleSchool","SkilledLabor","SelfEmployed"
45,"Divorced","White","Male",40,"<=50K",0,"HigherEducation","SkilledLabor","SelfEmployed"
20,"Never-married","White","Female",40,"<=50K",0,"Post-High_School","Sales","Private"
38,"Married-civ-spouse","White","Male",48,"<=50K",0,"HighSchool","SkilledLabor","Private"
50,"Married-civ-spouse","White","Male",40,"<=50K",0,"HigherEducation","Services","SelfEmployed"
40,"Married-civ-spouse","Black","Male",55,">50K",0,"Post-High_School","Services","Private"
30,"Married-civ-spouse","White","Male",70,"<=50K",0,"HighSchool","SkilledLabor","Private"
52,"Separated","White","Female",40,"<=50K",0,"Post-High_School","Professional","Governemnt"
28,"Never-married","Black","Male",50,">50K",0,"HigherEducation","Professional","SelfEmployed"
62,"Married-civ-spouse","White","Male",30,"<=50K",0,"HighSchool","ManualLabor","SelfEmployed"
31,"Divorced","White","Female",40,"<=50K",0,"HighSchool","Services","Private"
40,"Married-civ-spouse","White","Male",40,">50K",0,"HighSchool","Professional","Private"
53,"Married-civ-spouse","White","Male",40,">50K",0,"Post-High_School","Sales","Private"
42,"Never-married","White","Male",40,"<=50K",0,"HighSchool","Specialized","Private"
26,"Married-civ-spouse","White","Male",25,"<=50K",0,"Post-High_School","Services","Private"
51,"Married-civ-spouse","White","Male",40,">50K",0,"HighSchool","ManualLabor","Private"
49,"Married-civ-spouse","White","Male",50,">50K",0,"HigherEducation","Professional","Private"
43,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
42,"Divorced","White","Male",40,"<=50K",0,"Post-High_School","Specialized","Private"
31,"Married-spouse-absent","Asian-Pac-Islander","Female",40,"<=50K",0,"HighSchool","Sales","Private"
26,"Married-civ-spouse","Other","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
50,"Separated","Asian-Pac-Islander","Female",40,"<=50K",0,"HigherEducation","Professional","Private"
35,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
37,"Never-married","White","Female",40,"<=50K",0,"Post-High_School","Specialized","Private"
20,"Never-married","White","Male",16,"<=50K",0,"Post-High_School","Sales","Private"
31,"Married-civ-spouse","White","Male",40,">50K",0,"HigherEducation","Professional","Governemnt"
28,"Never-married","White","Male",35,"<=50K",0,"HighSchool","SkilledLabor","Private"
46,"Married-civ-spouse","Black","Male",40,">50K",0,"HighSchool","Specialized","Private"
21,"Never-married","White","Female",8,"<=50K",0,"Post-High_School","Professional","Private"
30,"Never-married","White","Male",70,">50K",0,"HigherEducation","Professional","Private"
66,"Married-civ-spouse","White","Male",70,"<=50K",0,"HigherEducation","Professional","SelfEmployed"
37,"Married-civ-spouse","White","Male",60,">50K",0,"Post-High_School","Sales","SelfEmployed"
74,"Widowed","White","Female",20,"<=50K",0,"MiddleSchool","ManualLabor","Governemnt"
46,"Married-civ-spouse","Black","Male",70,">50K",0,"Post-High_School","Protective Services","Governemnt"
47,"Married-civ-spouse","White","Male",50,">50K",0,"HigherEducation","Professional","SelfEmployed"
49,"Divorced","White","Female",40,"<=50K",0,"HigherEducation","Professional","Private"
53,"Divorced","Black","Female",48,"<=50K",0,"HighSchool","SkilledLabor","Private"
24,"Never-married","White","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
54,"Married-civ-spouse","White","Male",50,"<=50K",0,"HighSchool","ManualLabor","Private"
32,"Never-married","White","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
45,"Married-civ-spouse","White","Male",45,"<=50K",0,"Post-High_School","Sales","Private"
37,"Divorced","White","Male",65,"<=50K",0,"Post-High_School","Services","Governemnt"
48,"Married-civ-spouse","White","Male",61,">50K",0,"HigherEducation","Professional","Governemnt"
25,"Never-married","White","Female",40,"<=50K",0,"HigherEducation","Services","Private"
27,"Never-married","White","Female",40,"<=50K",0,"Post-High_School","Services","Private"
69,"Widowed","White","Male",8,"<=50K",0,"HighSchool","Services","Private"
38,"Married-civ-spouse","White","Male",52,">50K",0,"HigherEducation","Sales","Private"
47,"Never-married","Black","Female",40,"<=50K",0,"HighSchool","Services","Private"
30,"Never-married","White","Female",60,"<=50K",0,"Post-High_School","Services","SelfEmployed"
27,"Never-married","White","Female",45,"<=50K",0,"HigherEducation","Professional","Private"
19,"Never-married","White","Male",35,"<=50K",0,"Post-High_School","Sales","Private"
24,"Married-civ-spouse","White","Male",50,">50K",0,"HighSchool","SkilledLabor","Private"
32,"Never-married","White","Female",40,"<=50K",0,"HigherEducation","Professional","Private"
38,"Married-civ-spouse","Black","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
19,"Never-married","White","Male",36,"<=50K",0,"Elementary","Specialized","Private"
28,"Never-married","White","Male",40,"<=50K",0,"Post-High_School","ManualLabor","Private"
39,"Never-married","White","Female",55,"<=50K",0,"HigherEducation","Professional","Governemnt"
38,"Separated","Asian-Pac-Islander","Male",60,"<=50K",0,"Post-High_School","Sales","SelfEmployed"
42,"Married-civ-spouse","White","Female",40,">50K",0,"HighSchool","SkilledLabor","Private"
31,"Married-civ-spouse","White","Female",40,">50K",0,"Post-High_School","Services","Private"
46,"Separated","White","Female",40,"<=50K",0,"MiddleSchool","SkilledLabor","Private"
53,"Widowed","White","Female",54,"<=50K",0,"Post-High_School","Professional","Private"
21,"Never-married","White","Male",15,"<=50K",0,"Post-High_School","ManualLabor","Private"
48,"Married-civ-spouse","White","Male",50,"<=50K",0,"HighSchool","Sales","SelfEmployed"
30,"Married-civ-spouse","White","Male",45,"<=50K",0,"HighSchool","ManualLabor","Private"
24,"Never-married","Black","Male",40,"<=50K",0,"HighSchool","Services","Private"
32,"Never-married","White","Male",50,"<=50K",0,"HighSchool","SkilledLabor","Private"
30,"Divorced","White","Female",40,"<=50K",0,"HighSchool","Services","Private"
57,"Divorced","White","Female",50,"<=50K",0,"HigherEducation","Professional","Governemnt"
56,"Never-married","White","Male",40,"<=50K",0,"MiddleSchool","Services","Private"
27,"Never-married","Black","Female",37,"<=50K",0,"HighSchool","Professional","Private"
38,"Married-civ-spouse","White","Male",40,"<=50K",0,"HigherEducation","SkilledLabor","Private"
19,"Never-married","White","Male",40,"<=50K",0,"HighSchool","Services","Private"
61,"Married-civ-spouse","White","Male",50,">50K",0,"Post-High_School","Services","SelfEmployed"
49,"Divorced","White","Female",40,"<=50K",0,"Post-High_School","Specialized","Private"
28,"Married-civ-spouse","White","Male",38,"<=50K",0,"HighSchool","SkilledLabor","Private"
50,"Married-civ-spouse","White","Male",55,">50K",0,"HigherEducation","Professional","SelfEmployed"
43,"Married-civ-spouse","White","Male",84,">50K",0,"HigherEducation","SkilledLabor","Private"
34,"Never-married","Black","Female",48,"<=50K",0,"HighSchool","SkilledLabor","Private"
28,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
31,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
55,"Widowed","Black","Female",44,"<=50K",0,"HighSchool","SkilledLabor","Private"
26,"Married-civ-spouse","White","Female",45,">50K",0,"HigherEducation","Professional","Private"
51,"Married-civ-spouse","Black","Female",40,">50K",0,"HigherEducation","Professional","Governemnt"
35,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
42,"Married-spouse-absent","Asian-Pac-Islander","Female",31,"<=50K",0,"Post-High_School","Professional","Private"
31,"Never-married","White","Male",30,"<=50K",0,"HigherEducation","Professional","Private"
22,"Never-married","White","Male",20,"<=50K",0,"HighSchool","Specialized","Governemnt"
67,"Divorced","White","Male",60,"<=50K",0,"HighSchool","ManualLabor","Private"
63,"Widowed","White","Female",24,"<=50K",0,"HighSchool","Services","Private"
31,"Married-civ-spouse","White","Male",40,">50K",0,"HighSchool","SkilledLabor","Private"
17,"Never-married","White","Male",40,"<=50K",0,"HighSchool","Professional","Private"
41,"Married-civ-spouse","Black","Male",40,"<=50K",0,"HighSchool","ManualLabor","Governemnt"
53,"Married-civ-spouse","White","Male",38,"<=50K",0,"MiddleSchool","ManualLabor","Governemnt"
44,"Married-civ-spouse","Black","Male",99,"<=50K",0,"Post-High_School","Protective Services","Governemnt"
24,"Never-married","White","Male",40,"<=50K",0,"HigherEducation","Specialized","Private"
35,"Divorced","White","Male",35,"<=50K",0,"Post-High_School","Specialized","Private"
61,"Married-civ-spouse","White","Female",40,">50K",0,"Post-High_School","Specialized","Private"
31,"Never-married","Asian-Pac-Islander","Female",40,"<=50K",0,"Post-High_School","Professional","Private"
56,"Married-civ-spouse","White","Male",36,">50K",0,"HighSchool","Sales","Private"
66,"Divorced","White","Female",40,"<=50K",0,"Post-High_School","Services","Private"
45,"Married-civ-spouse","Asian-Pac-Islander","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
64,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
38,"Married-civ-spouse","White","Female",36,">50K",0,"HighSchool","Services","Private"
43,"Separated","Black","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Governemnt"
37,"Divorced","White","Male",49,"<=50K",0,"HighSchool","SkilledLabor","Private"
19,"Never-married","White","Female",16,"<=50K",0,"HighSchool","Services","Private"
59,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","Professional","SelfEmployed"
50,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","Services","Governemnt"
33,"Married-civ-spouse","White","Male",50,">50K",0,"HigherEducation","Professional","Private"
56,"Married-civ-spouse","White","Male",45,">50K",0,"Post-High_School","Specialized","Private"
28,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","Sales","Private"
27,"Married-civ-spouse","White","Female",34,"<=50K",0,"HighSchool","Services","Private"
34,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","Services","Private"
19,"Never-married","White","Male",30,"<=50K",0,"HighSchool","Sales","Private"
68,"Married-civ-spouse","White","Male",40,">50K",0,"HighSchool","Professional","SelfEmployed"
28,"Married-civ-spouse","White","Male",38,">50K",0,"HigherEducation","Professional","Private"
22,"Never-married","White","Male",40,"<=50K",0,"HighSchool","Specialized","SelfEmployed"
58,"Divorced","White","Female",40,"<=50K",0,"Post-High_School","Services","Private"
31,"Never-married","White","Female",25,"<=50K",0,"Post-High_School","SkilledLabor","Private"
17,"Never-married","White","Male",30,"<=50K",0,"HighSchool","Protective Services","Governemnt"
23,"Never-married","Asian-Pac-Islander","Female",23,"<=50K",0,"Post-High_School","Services","Private"
25,"Never-married","White","Male",40,"<=50K",0,"HighSchool","Services","Private"
47,"Never-married","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
39,"Married-civ-spouse","White","Female",60,">50K",0,"HigherEducation","Professional","Private"
44,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
46,"Married-civ-spouse","White","Male",40,">50K",0,"Post-High_School","Professional","Private"
38,"Married-civ-spouse","White","Male",35,"<=50K",0,"Post-High_School","Specialized","SelfEmployed"
23,"Never-married","White","Male",30,"<=50K",0,"HighSchool","SkilledLabor","Private"
34,"Married-spouse-absent","White","Female",35,"<=50K",0,"HigherEducation","Professional","Private"
33,"Never-married","White","Male",40,">50K",0,"HighSchool","SkilledLabor","Private"
38,"Widowed","White","Female",20,"<=50K",0,"HighSchool","Services","Private"
52,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","Professional","SelfEmployed"
50,"Divorced","White","Female",33,"<=50K",0,"HighSchool","Sales","Private"
35,"Married-civ-spouse","White","Male",40,"<=50K",0,"HigherEducation","Services","Private"
44,"Never-married","White","Female",15,"<=50K",0,"HighSchool","Sales","Private"
38,"Divorced","White","Male",50,"<=50K",0,"HighSchool","Specialized","SelfEmployed"
29,"Married-civ-spouse","White","Male",40,">50K",0,"HighSchool","Professional","Private"
